-0.60206	-0.520858
-0.602494	-0.520581
-0.602928	-0.520324
-0.603362	-0.520085
-0.603796	-0.519866
-0.60423	-0.519667
-0.604664	-0.519487
-0.605099	-0.519327
-0.605533	-0.519186
-0.605967	-0.519065
-0.606401	-0.518458
-0.606835	-0.517827
-0.607269	-0.517216
-0.607703	-0.516624
-0.608137	-0.516051
-0.608571	-0.515499
-0.609005	-0.521047
-0.609439	-0.520536
-0.609873	-0.520044
-0.610307	-0.519571
-0.610742	-0.519118
-0.611176	-0.518684
-0.61161	-0.51827
-0.612044	-0.517875
-0.612478	-0.517499
-0.612912	-0.517143
-0.613346	-0.516807
-0.61378	-0.51649
-0.614214	-0.516193
-0.614648	-0.515916
-0.615082	-0.515658
-0.615516	-0.521313
-0.61595	-0.521089
-0.616385	-0.520885
-0.616819	-0.5207
-0.617253	-0.520535
-0.617687	-0.520389
-0.618121	-0.520195
-0.618555	-0.519557
-0.618989	-0.518939
-0.619423	-0.51834
-0.619857	-0.51776
-0.620291	-0.5172
-0.620725	-0.51666
-0.621159	-0.516139
-0.621593	-0.521364
-0.622028	-0.520883
-0.622462	-0.520422
-0.622896	-0.51998
-0.62333	-0.519558
-0.623764	-0.519155
-0.624198	-0.518771
-0.624632	-0.518406
-0.625066	-0.518062
-0.6255	-0.517736
-0.625934	-0.51743
-0.626368	-0.517144
-0.626802	-0.516878
-0.627236	-0.516631
-0.627671	-0.521954
-0.628105	-0.521741
-0.628539	-0.521547
-0.628973	-0.521373
-0.629407	-0.521218
-0.629841	-0.521039
-0.630275	-0.520408
-0.630709	-0.519797
-0.631143	-0.519205
-0.631577	-0.518632
-0.632011	-0.518079
-0.632445	-0.517546
-0.632879	-0.517031
-0.633314	-0.516537
-0.633748	-0.521469
-0.634182	-0.521014
-0.634616	-0.520578
-0.63505	-0.520162
-0.635484	-0.519765
-0.635918	-0.519387
-0.636352	-0.519029
-0.636786	-0.51869
-0.63722	-0.51837
-0.637654	-0.51807
-0.638088	-0.51779
-0.638522	-0.517529
-0.638957	-0.517288
-0.639391	-0.522312
-0.639825	-0.522105
-0.640259	-0.521917
-0.640693	-0.521748
-0.641127	-0.521599
-0.641561	-0.521092
-0.641995	-0.520482
-0.642429	-0.51989
-0.642863	-0.519318
-0.643297	-0.518766
-0.643731	-0.518233
-0.644166	-0.517719
-0.6446	-0.517225
-0.645034	-0.521871
